time(s),SOC_1,SOC_2,SOC_3,SOC_4
282.37900,-0.27627,-0.36531,-0.38445,-0.37623
282.47900,-0.27624,-0.36534,-0.38427,-0.37623
282.57900,-0.27580,-0.36466,-0.38349,-0.37600
282.67900,-0.27650,-0.36543,-0.38449,-0.37599
282.77900,-0.27598,-0.36506,-0.38412,-0.37617
282.87900,-0.27555,-0.36500,-0.38428,-0.37586
282.97900,-0.27589,-0.36512,-0.38452,-0.37597
283.07900,-0.27597,-0.36530,-0.38443,-0.37593
283.17900,-0.27609,-0.36541,-0.38453,-0.37586
283.27900,-0.27659,-0.36567,-0.38469,-0.37622
283.37900,-0.27566,-0.36523,-0.38435,-0.37602
283.47900,-0.27560,-0.36502,-0.38414,-0.37613
283.57900,-0.27602,-0.36531,-0.38453,-0.37564
283.67900,-0.27611,-0.36515,-0.38419,-0.37564
283.77900,-0.27621,-0.36486,-0.38393,-0.37596
283.87900,-0.27666,-0.36554,-0.38430,-0.37601
283.97900,-0.27669,-0.36531,-0.38438,-0.37601
284.07900,-0.27622,-0.36514,-0.38410,-0.37566
284.17900,-0.27696,-0.36540,-0.38419,-0.37585
284.27900,-0.27662,-0.36518,-0.38411,-0.37594
284.37900,-0.27700,-0.36506,-0.38432,-0.37564
284.47900,-0.27741,-0.36518,-0.38442,-0.37560
284.57900,-0.27716,-0.36525,-0.38447,-0.37604
284.67900,-0.27703,-0.36563,-0.38434,-0.37607
284.77900,-0.27653,-0.36524,-0.38428,-0.37633
284.87900,-0.27631,-0.36543,-0.38444,-0.37639
284.97900,-0.27646,-0.36570,-0.38439,-0.37649
285.07900,-0.27651,-0.36544,-0.38435,-0.37609
285.17900,-0.27629,-0.36536,-0.38439,-0.37582
285.27900,-0.27598,-0.36524,-0.38410,-0.37598
285.37900,-0.27672,-0.36580,-0.38459,-0.37579
285.47900,-0.27631,-0.36553,-0.38442,-0.37612
285.57900,-0.27572,-0.36525,-0.38418,-0.37612
285.67900,-0.27545,-0.36492,-0.38399,-0.37615
285.77900,-0.27513,-0.36545,-0.38404,-0.37597
285.87900,-0.27507,-0.36538,-0.38441,-0.37590
285.97900,-0.27439,-0.36518,-0.38421,-0.37627
286.07900,-0.27427,-0.36506,-0.38443,-0.37613
286.17900,-0.27458,-0.36588,-0.38466,-0.37585
286.27900,-0.27452,-0.36555,-0.38468,-0.37571
286.37900,-0.27428,-0.36502,-0.38420,-0.37620
286.47900,-0.27413,-0.36522,-0.38410,-0.37609
286.57900,-0.27401,-0.36488,-0.38407,-0.37620
286.67900,-0.27371,-0.36483,-0.38392,-0.37607
286.77900,-0.27428,-0.36524,-0.38442,-0.37597
286.87900,-0.27420,-0.36555,-0.38457,-0.37645
286.97900,-0.27369,-0.36517,-0.38456,-0.37596
287.07900,-0.27383,-0.36571,-0.38490,-0.37594
287.17900,-0.27319,-0.36539,-0.38444,-0.37618
287.27900,-0.27306,-0.36560,-0.38430,-0.37660
287.37900,-0.27269,-0.36507,-0.38426,-0.37608
287.47900,-0.27295,-0.36517,-0.38453,-0.37650
287.57900,-0.27276,-0.36534,-0.38421,-0.37652
287.67900,-0.27305,-0.36582,-0.38441,-0.37612
287.77900,-0.27296,-0.36518,-0.38414,-0.37597
287.87900,-0.27295,-0.36496,-0.38399,-0.37615
287.97900,-0.27329,-0.36509,-0.38421,-0.37601
288.07900,-0.27324,-0.36463,-0.38390,-0.37581
288.17900,-0.27341,-0.36479,-0.38418,-0.37548
288.27900,-0.27343,-0.36514,-0.38442,-0.37574
288.37900,-0.27322,-0.36492,-0.38417,-0.37595
288.47900,-0.27324,-0.36493,-0.38392,-0.37588
288.57900,-0.27317,-0.36470,-0.38403,-0.37578
288.67900,-0.27252,-0.36474,-0.38384,-0.37620
288.77900,-0.27286,-0.36497,-0.38404,-0.37575
288.87900,-0.27310,-0.36515,-0.38407,-0.37602
288.97900,-0.27283,-0.36495,-0.38405,-0.37573
289.07900,-0.27215,-0.36502,-0.38402,-0.37596
289.17900,-0.27174,-0.36498,-0.38408,-0.37650
289.27900,-0.27163,-0.36517,-0.38444,-0.37615
289.37900,-0.27157,-0.36544,-0.38469,-0.37549
289.47900,-0.27056,-0.36487,-0.38424,-0.37565
289.57900,-0.27029,-0.36456,-0.38418,-0.37556
289.67900,-0.26994,-0.36478,-0.38406,-0.37631
289.77900,-0.26927,-0.36469,-0.38418,-0.37604
289.87900,-0.26911,-0.36499,-0.38410,-0.37539
289.97900,-0.26872,-0.36486,-0.38400,-0.37560
290.07900,-0.26780,-0.36451,-0.38408,-0.37619
290.17900,-0.26708,-0.36440,-0.38390,-0.37569
290.27900,-0.26753,-0.36450,-0.38429,-0.37581
290.37900,-0.26678,-0.36427,-0.38415,-0.37568
290.47900,-0.26677,-0.36437,-0.38399,-0.37569
290.57900,-0.26615,-0.36464,-0.38417,-0.37614
290.67900,-0.26551,-0.36445,-0.38435,-0.37606
290.77900,-0.26511,-0.36452,-0.38428,-0.37581
290.87900,-0.26390,-0.36471,-0.38428,-0.37549
290.97900,-0.26323,-0.36460,-0.38416,-0.37580
291.07900,-0.26281,-0.36497,-0.38402,-0.37624
291.17900,-0.26208,-0.36482,-0.38443,-0.37625
291.27900,-0.26189,-0.36473,-0.38436,-0.37658
291.37900,-0.26092,-0.36460,-0.38443,-0.37657
291.47900,-0.26028,-0.36407,-0.38435,-0.37643
291.57900,-0.25917,-0.36414,-0.38398,-0.37588
291.67900,-0.25864,-0.36404,-0.38413,-0.37620
291.77900,-0.25775,-0.36371,-0.38411,-0.37692
291.87900,-0.25730,-0.36445,-0.38455,-0.37645
291.97900,-0.25670,-0.36476,-0.38490,-0.37585
292.07900,-0.25673,-0.36489,-0.38502,-0.37597
292.17900,-0.25530,-0.36442,-0.38466,-0.37571
292.27900,-0.25535,-0.36486,-0.38475,-0.37585
292.37900,-0.25423,-0.36440,-0.38447,-0.37622
292.47900,-0.25447,-0.36504,-0.38534,-0.37605
292.57900,-0.25380,-0.36457,-0.38472,-0.37583
292.67900,-0.25258,-0.36445,-0.38469,-0.37628
292.77900,-0.25190,-0.36424,-0.38465,-0.37660
292.87900,-0.25157,-0.36478,-0.38517,-0.37641
292.97900,-0.25074,-0.36428,-0.38482,-0.37642
293.07900,-0.25063,-0.36423,-0.38461,-0.37633
293.17900,-0.24998,-0.36408,-0.38458,-0.37644
293.27900,-0.24914,-0.36382,-0.38426,-0.37599
293.37900,-0.24970,-0.36444,-0.38458,-0.37625
293.47900,-0.24945,-0.36461,-0.38453,-0.37629
293.57900,-0.24926,-0.36448,-0.38452,-0.37637
293.67900,-0.24888,-0.36439,-0.38459,-0.37633
293.77900,-0.24890,-0.36432,-0.38450,-0.37641
293.87900,-0.24884,-0.36394,-0.38424,-0.37663
293.97900,-0.24892,-0.36380,-0.38424,-0.37632
294.07900,-0.24912,-0.36447,-0.38455,-0.37648
294.17900,-0.24819,-0.36398,-0.38416,-0.37661
294.27900,-0.24800,-0.36413,-0.38427,-0.37646
294.37900,-0.24772,-0.36419,-0.38430,-0.37630
294.47900,-0.24784,-0.36390,-0.38445,-0.37639
294.57900,-0.24797,-0.36389,-0.38414,-0.37632
294.67900,-0.24776,-0.36346,-0.38423,-0.37644
294.77900,-0.24788,-0.36368,-0.38422,-0.37629
294.87900,-0.24830,-0.36381,-0.38436,-0.37593
294.97900,-0.24820,-0.36373,-0.38470,-0.37633
295.07900,-0.24794,-0.36395,-0.38487,-0.37626
295.17900,-0.24775,-0.36424,-0.38460,-0.37610
295.27900,-0.24753,-0.36382,-0.38471,-0.37611
295.37900,-0.24752,-0.36414,-0.38463,-0.37636
295.47900,-0.24710,-0.36354,-0.38444,-0.37652
295.57900,-0.24708,-0.36373,-0.38433,-0.37634
295.67900,-0.24746,-0.36429,-0.38473,-0.37613
295.77900,-0.24805,-0.36476,-0.38498,-0.37614
295.87900,-0.24802,-0.36422,-0.38453,-0.37650
295.97900,-0.24785,-0.36465,-0.38481,-0.37637
296.07900,-0.24747,-0.36452,-0.38455,-0.37606
296.17900,-0.24747,-0.36430,-0.38446,-0.37625
296.27900,-0.24795,-0.36408,-0.38426,-0.37635
296.37900,-0.24743,-0.36409,-0.38458,-0.37652
296.47900,-0.24786,-0.36426,-0.38459,-0.37627
296.57900,-0.24788,-0.36437,-0.38482,-0.37617
296.67900,-0.24799,-0.36429,-0.38454,-0.37639
296.77900,-0.24811,-0.36449,-0.38473,-0.37671
296.87900,-0.24789,-0.36386,-0.38416,-0.37641
296.97900,-0.24823,-0.36421,-0.38428,-0.37646
297.07900,-0.24823,-0.36391,-0.38450,-0.37610
297.17900,-0.24852,-0.36427,-0.38488,-0.37627
297.27900,-0.24842,-0.36430,-0.38470,-0.37651
297.37900,-0.24801,-0.36403,-0.38447,-0.37620
297.47900,-0.24840,-0.36401,-0.38450,-0.37638
297.57900,-0.24872,-0.36388,-0.38463,-0.37672
297.67900,-0.24831,-0.36346,-0.38428,-0.37663
297.77900,-0.24813,-0.36366,-0.38433,-0.37600
297.87900,-0.24833,-0.36420,-0.38463,-0.37605
297.97900,-0.24803,-0.36352,-0.38445,-0.37576
298.07900,-0.24785,-0.36348,-0.38452,-0.37603
298.17900,-0.24759,-0.36343,-0.38425,-0.37630
298.27900,-0.24731,-0.36340,-0.38391,-0.37604
298.37900,-0.24785,-0.36364,-0.38426,-0.37611
298.47900,-0.24814,-0.36377,-0.38422,-0.37574
298.57900,-0.24875,-0.36431,-0.38471,-0.37589
298.67900,-0.24862,-0.36396,-0.38481,-0.37584
298.77900,-0.24902,-0.36475,-0.38495,-0.37591
298.87900,-0.24884,-0.36442,-0.38467,-0.37593
298.97900,-0.24899,-0.36473,-0.38472,-0.37591
299.07900,-0.24881,-0.36411,-0.38488,-0.37615
299.17900,-0.24879,-0.36418,-0.38437,-0.37635
299.27900,-0.24907,-0.36426,-0.38443,-0.37661
299.37900,-0.24926,-0.36426,-0.38456,-0.37663
299.47900,-0.24959,-0.36463,-0.38479,-0.37663
299.57900,-0.24920,-0.36429,-0.38443,-0.37670
299.67900,-0.24940,-0.36420,-0.38431,-0.37678
299.77900,-0.24949,-0.36431,-0.38444,-0.37637
299.87900,-0.24957,-0.36449,-0.38445,-0.37638
299.97900,-0.24930,-0.36400,-0.38424,-0.37584
300.07900,-0.24943,-0.36439,-0.38449,-0.37569
300.17900,-0.24916,-0.36411,-0.38425,-0.37580
300.27900,-0.24890,-0.36438,-0.38436,-0.37610
300.37900,-0.24884,-0.36420,-0.38468,-0.37609
300.47900,-0.24865,-0.36422,-0.38491,-0.37597
300.57900,-0.24883,-0.36394,-0.38453,-0.37583
300.67900,-0.24836,-0.36367,-0.38414,-0.37598
300.77900,-0.24853,-0.36382,-0.38417,-0.37640
300.87900,-0.24841,-0.36362,-0.38438,-0.37646
300.97900,-0.24875,-0.36459,-0.38462,-0.37574
301.07900,-0.24832,-0.36411,-0.38456,-0.37594
301.17900,-0.24811,-0.36412,-0.38452,-0.37607
301.27900,-0.24801,-0.36424,-0.38445,-0.37609
301.37900,-0.24801,-0.36412,-0.38471,-0.37595
301.47900,-0.24797,-0.36416,-0.38466,-0.37623
301.57900,-0.24814,-0.36400,-0.38447,-0.37633
301.67900,-0.24811,-0.36390,-0.38447,-0.37640
301.77900,-0.24804,-0.36381,-0.38411,-0.37663
301.87900,-0.24893,-0.36413,-0.38440,-0.37605
301.97900,-0.24913,-0.36423,-0.38425,-0.37608
302.07900,-0.24906,-0.36393,-0.38412,-0.37636
302.17900,-0.24915,-0.36429,-0.38460,-0.37617
302.27900,-0.24908,-0.36404,-0.38446,-0.37609
302.37900,-0.24919,-0.36433,-0.38469,-0.37657
302.47900,-0.24862,-0.36417,-0.38425,-0.37618
302.57900,-0.24872,-0.36445,-0.38461,-0.37640
302.67900,-0.24862,-0.36431,-0.38452,-0.37632
302.77900,-0.24888,-0.36417,-0.38436,-0.37631
302.87900,-0.24959,-0.36430,-0.38492,-0.37596
302.97900,-0.24973,-0.36431,-0.38441,-0.37636
303.07900,-0.24936,-0.36382,-0.38431,-0.37609
303.17900,-0.24979,-0.36417,-0.38452,-0.37593
303.27900,-0.25021,-0.36444,-0.38478,-0.37608
303.37900,-0.25000,-0.36430,-0.38453,-0.37639
303.47900,-0.24926,-0.36399,-0.38420,-0.37627
303.57900,-0.24939,-0.36357,-0.38411,-0.37625
303.67900,-0.24937,-0.36344,-0.38406,-0.37652
303.77900,-0.24917,-0.36358,-0.38414,-0.37655
303.87900,-0.24976,-0.36410,-0.38442,-0.37658
303.97900,-0.24963,-0.36396,-0.38436,-0.37651
304.07900,-0.24970,-0.36424,-0.38484,-0.37655
304.17900,-0.24932,-0.36377,-0.38445,-0.37643
304.27900,-0.24943,-0.36397,-0.38443,-0.37639
304.37900,-0.24984,-0.36405,-0.38448,-0.37616
304.47900,-0.24937,-0.36385,-0.38432,-0.37646
304.57900,-0.24961,-0.36398,-0.38419,-0.37598
304.67900,-0.24961,-0.36396,-0.38430,-0.37639
304.77900,-0.24981,-0.36401,-0.38435,-0.37642
304.87900,-0.25020,-0.36391,-0.38438,-0.37638
304.97900,-0.25015,-0.36390,-0.38414,-0.37662
305.07900,-0.25015,-0.36401,-0.38430,-0.37617
305.17900,-0.25002,-0.36457,-0.38481,-0.37663
305.27900,-0.24970,-0.36403,-0.38438,-0.37643
305.37900,-0.24961,-0.36429,-0.38461,-0.37602
305.47900,-0.24988,-0.36407,-0.38429,-0.37634
305.57900,-0.25035,-0.36414,-0.38434,-0.37654
305.67900,-0.25015,-0.36413,-0.38430,-0.37630
305.77900,-0.25020,-0.36407,-0.38448,-0.37645
305.87900,-0.25054,-0.36439,-0.38467,-0.37637
305.97900,-0.25090,-0.36482,-0.38503,-0.37645
306.07900,-0.25038,-0.36442,-0.38464,-0.37669
306.17900,-0.25015,-0.36415,-0.38427,-0.37616
306.27900,-0.25035,-0.36463,-0.38446,-0.37612
306.37900,-0.25056,-0.36429,-0.38417,-0.37610
306.47900,-0.25033,-0.36408,-0.38410,-0.37599
306.57900,-0.25101,-0.36446,-0.38473,-0.37603
306.67900,-0.25071,-0.36420,-0.38464,-0.37619
306.77900,-0.25063,-0.36405,-0.38447,-0.37609
306.87900,-0.25053,-0.36383,-0.38441,-0.37611
306.97900,-0.25108,-0.36437,-0.38466,-0.37621
307.07900,-0.25168,-0.36424,-0.38471,-0.37604
307.17900,-0.25194,-0.36440,-0.38491,-0.37610
307.27900,-0.25191,-0.36418,-0.38463,-0.37613
307.37900,-0.25144,-0.36425,-0.38448,-0.37549
307.47900,-0.25157,-0.36394,-0.38427,-0.37596
307.57900,-0.25159,-0.36409,-0.38438,-0.37630
307.67900,-0.25144,-0.36402,-0.38436,-0.37598
307.77900,-0.25125,-0.36375,-0.38421,-0.37600
307.87900,-0.25169,-0.36410,-0.38427,-0.37632
307.97900,-0.25252,-0.36429,-0.38477,-0.37621
308.07900,-0.25269,-0.36448,-0.38456,-0.37629
308.17900,-0.25326,-0.36483,-0.38497,-0.37622
308.27900,-0.25278,-0.36426,-0.38451,-0.37656
308.37900,-0.25308,-0.36496,-0.38464,-0.37644
308.47900,-0.25296,-0.36496,-0.38515,-0.37673
308.57900,-0.25271,-0.36470,-0.38491,-0.37629
308.67900,-0.25271,-0.36454,-0.38487,-0.37567
308.77900,-0.25277,-0.36470,-0.38481,-0.37572
308.87900,-0.25266,-0.36448,-0.38483,-0.37606
308.97900,-0.25258,-0.36436,-0.38475,-0.37622
309.07900,-0.25184,-0.36407,-0.38408,-0.37638
309.17900,-0.25179,-0.36415,-0.38424,-0.37573
309.27900,-0.25172,-0.36406,-0.38419,-0.37630
309.37900,-0.25235,-0.36424,-0.38436,-0.37642
309.47900,-0.25285,-0.36428,-0.38416,-0.37658
309.57900,-0.25320,-0.36439,-0.38444,-0.37642
309.67900,-0.25334,-0.36458,-0.38454,-0.37658
309.77900,-0.25317,-0.36443,-0.38444,-0.37639
309.87900,-0.25306,-0.36428,-0.38435,-0.37645
309.97900,-0.25244,-0.36433,-0.38427,-0.37628
310.07900,-0.25247,-0.36425,-0.38422,-0.37605
310.17900,-0.25260,-0.36431,-0.38436,-0.37577
310.27900,-0.25265,-0.36431,-0.38433,-0.37610
310.37900,-0.25261,-0.36446,-0.38488,-0.37571
310.47900,-0.25271,-0.36464,-0.38487,-0.37613
310.57900,-0.25220,-0.36425,-0.38440,-0.37590
310.67900,-0.25291,-0.36443,-0.38468,-0.37594
310.77900,-0.25275,-0.36464,-0.38486,-0.37608
310.87900,-0.25249,-0.36374,-0.38418,-0.37594
310.97900,-0.25246,-0.36358,-0.38421,-0.37637
311.07900,-0.25313,-0.36456,-0.38485,-0.37624
311.17900,-0.25360,-0.36493,-0.38501,-0.37604
311.27900,-0.25290,-0.36408,-0.38455,-0.37637
311.37900,-0.25286,-0.36435,-0.38466,-0.37600
311.47900,-0.25309,-0.36444,-0.38467,-0.37593
311.57900,-0.25316,-0.36437,-0.38457,-0.37572
311.67900,-0.25326,-0.36445,-0.38482,-0.37579
311.77900,-0.25271,-0.36412,-0.38426,-0.37592
311.87900,-0.25294,-0.36410,-0.38446,-0.37579
311.97900,-0.25370,-0.36455,-0.38458,-0.37596
312.07900,-0.25371,-0.36468,-0.38472,-0.37616
312.17900,-0.25397,-0.36460,-0.38465,-0.37648
312.27900,-0.25421,-0.36452,-0.38441,-0.37647
312.37900,-0.25452,-0.36478,-0.38469,-0.37646
312.47900,-0.25385,-0.36472,-0.38464,-0.37619
312.57900,-0.25373,-0.36381,-0.38410,-0.37600
312.67900,-0.25418,-0.36417,-0.38441,-0.37591
312.77900,-0.25496,-0.36515,-0.38481,-0.37588
312.87900,-0.25421,-0.36462,-0.38431,-0.37592
312.97900,-0.25435,-0.36465,-0.38476,-0.37642
313.07900,-0.25436,-0.36468,-0.38457,-0.37650
313.17900,-0.25416,-0.36446,-0.38449,-0.37635
313.27900,-0.25450,-0.36450,-0.38424,-0.37635
313.37900,-0.25446,-0.36417,-0.38463,-0.37649
313.47900,-0.25435,-0.36422,-0.38455,-0.37609
313.57900,-0.25435,-0.36460,-0.38483,-0.37585
313.69000,-0.25501,-0.36521,-0.38517,-0.37592
313.79000,-0.25483,-0.36485,-0.38479,-0.37632
313.89000,-0.25458,-0.36469,-0.38493,-0.37599
313.99000,-0.25465,-0.36464,-0.38458,-0.37636
314.09000,-0.25416,-0.36430,-0.38437,-0.37639
314.19000,-0.25365,-0.36406,-0.38413,-0.37636
314.29000,-0.25390,-0.36437,-0.38451,-0.37621
314.39000,-0.25426,-0.36469,-0.38520,-0.37679
314.49000,-0.25352,-0.36433,-0.38435,-0.37618
314.59000,-0.25401,-0.36480,-0.38487,-0.37604
314.69000,-0.25369,-0.36457,-0.38439,-0.37598
314.79000,-0.25317,-0.36422,-0.38449,-0.37622
314.89000,-0.25311,-0.36447,-0.38468,-0.37649
314.99000,-0.25319,-0.36410,-0.38456,-0.37627
315.09000,-0.25370,-0.36456,-0.38475,-0.37625
315.19000,-0.25328,-0.36430,-0.38443,-0.37604
315.29000,-0.25375,-0.36431,-0.38424,-0.37592
315.39000,-0.25399,-0.36476,-0.38474,-0.37629
315.49000,-0.25464,-0.36497,-0.38492,-0.37628
315.59000,-0.25444,-0.36453,-0.38486,-0.37584
315.69000,-0.25460,-0.36451,-0.38488,-0.37570
315.79000,-0.25473,-0.36440,-0.38485,-0.37606
315.89000,-0.25380,-0.36467,-0.38480,-0.37640
315.99000,-0.25426,-0.36457,-0.38503,-0.37609
316.09000,-0.25412,-0.36437,-0.38455,-0.37630
316.19000,-0.25350,-0.36429,-0.38456,-0.37612
316.29000,-0.25368,-0.36424,-0.38441,-0.37616
316.39000,-0.25327,-0.36390,-0.38411,-0.37632
316.49000,-0.25358,-0.36418,-0.38426,-0.37664
316.59000,-0.25346,-0.36445,-0.38443,-0.37703
316.69000,-0.25333,-0.36413,-0.38399,-0.37671
316.79000,-0.25302,-0.36413,-0.38445,-0.37639
316.89000,-0.25336,-0.36391,-0.38416,-0.37630
316.99000,-0.25311,-0.36434,-0.38453,-0.37612
317.09000,-0.25315,-0.36417,-0.38460,-0.37642
317.19000,-0.25290,-0.36406,-0.38446,-0.37625
317.29000,-0.25311,-0.36428,-0.38457,-0.37691
317.39000,-0.25401,-0.36461,-0.38452,-0.37659
317.49000,-0.25408,-0.36434,-0.38464,-0.37650
317.59000,-0.25491,-0.36440,-0.38463,-0.37641
317.69000,-0.25513,-0.36471,-0.38482,-0.37660
317.79000,-0.25463,-0.36411,-0.38457,-0.37644
317.89000,-0.25451,-0.36430,-0.38448,-0.37626
317.99000,-0.25457,-0.36448,-0.38427,-0.37624
318.09000,-0.25458,-0.36477,-0.38479,-0.37677
318.19000,-0.25452,-0.36439,-0.38465,-0.37641
318.29000,-0.25475,-0.36462,-0.38453,-0.37627
318.39000,-0.25504,-0.36404,-0.38433,-0.37615
318.49000,-0.25550,-0.36389,-0.38432,-0.37612
318.59000,-0.25569,-0.36461,-0.38469,-0.37676
318.69000,-0.25569,-0.36436,-0.38449,-0.37663
318.79000,-0.25518,-0.36393,-0.38420,-0.37681
318.89000,-0.25557,-0.36420,-0.38461,-0.37657
318.99000,-0.25542,-0.36419,-0.38466,-0.37658
319.09000,-0.25561,-0.36449,-0.38462,-0.37630
319.19000,-0.25554,-0.36455,-0.38475,-0.37639
319.29000,-0.25533,-0.36450,-0.38443,-0.37629
319.39000,-0.25573,-0.36451,-0.38499,-0.37648
319.49000,-0.25526,-0.36429,-0.38484,-0.37639
319.59000,-0.25552,-0.36440,-0.38488,-0.37657
319.69000,-0.25578,-0.36495,-0.38515,-0.37664
319.79000,-0.25627,-0.36523,-0.38526,-0.37686
319.89000,-0.25587,-0.36428,-0.38469,-0.37646
319.99000,-0.25559,-0.36441,-0.38484,-0.37648
320.09000,-0.25562,-0.36440,-0.38467,-0.37693
320.19000,-0.25551,-0.36466,-0.38449,-0.37672
320.29000,-0.25569,-0.36468,-0.38453,-0.37688
320.39000,-0.25560,-0.36468,-0.38456,-0.37663
320.49000,-0.25520,-0.36453,-0.38408,-0.37654
320.59000,-0.25537,-0.36475,-0.38443,-0.37661
320.69000,-0.25605,-0.36506,-0.38480,-0.37662
320.79000,-0.25583,-0.36466,-0.38469,-0.37608
320.89000,-0.25562,-0.36519,-0.38499,-0.37609
320.99000,-0.25576,-0.36485,-0.38462,-0.37620
321.09000,-0.25500,-0.36444,-0.38452,-0.37656
321.19000,-0.25512,-0.36469,-0.38447,-0.37673
321.29000,-0.25534,-0.36460,-0.38484,-0.37638
321.39000,-0.25617,-0.36516,-0.38515,-0.37629
321.49000,-0.25547,-0.36451,-0.38473,-0.37642
321.59000,-0.25515,-0.36456,-0.38431,-0.37645
321.69000,-0.25514,-0.36448,-0.38456,-0.37688
321.79000,-0.25477,-0.36424,-0.38454,-0.37656
321.89000,-0.25507,-0.36452,-0.38440,-0.37615
321.99000,-0.25516,-0.36406,-0.38434,-0.37661
322.09000,-0.25561,-0.36498,-0.38466,-0.37618
322.19000,-0.25633,-0.36536,-0.38502,-0.37638
322.29000,-0.25593,-0.36522,-0.38479,-0.37650
322.39000,-0.25591,-0.36454,-0.38470,-0.37618
322.49000,-0.25631,-0.36444,-0.38476,-0.37621
322.59000,-0.25662,-0.36463,-0.38458,-0.37622
322.69000,-0.25643,-0.36473,-0.38439,-0.37637
322.79000,-0.25618,-0.36439,-0.38412,-0.37627
322.89000,-0.25661,-0.36505,-0.38496,-0.37662
322.99000,-0.25646,-0.36450,-0.38436,-0.37657
323.09000,-0.25690,-0.36493,-0.38491,-0.37674
323.19000,-0.25726,-0.36503,-0.38522,-0.37634
323.29000,-0.25702,-0.36479,-0.38471,-0.37644
323.39000,-0.25713,-0.36479,-0.38485,-0.37672
323.49000,-0.25718,-0.36465,-0.38481,-0.37642
323.59000,-0.25776,-0.36469,-0.38485,-0.37637
323.69000,-0.25752,-0.36514,-0.38482,-0.37684
323.79000,-0.25795,-0.36540,-0.38492,-0.37670
323.89000,-0.25770,-0.36501,-0.38463,-0.37645
323.99000,-0.25768,-0.36489,-0.38449,-0.37607
324.09000,-0.25737,-0.36498,-0.38488,-0.37606
324.19000,-0.25706,-0.36453,-0.38494,-0.37620
324.29000,-0.25754,-0.36482,-0.38495,-0.37625
324.39000,-0.25796,-0.36533,-0.38531,-0.37647
324.49000,-0.25739,-0.36488,-0.38513,-0.37643
324.59000,-0.25705,-0.36493,-0.38455,-0.37652
324.69000,-0.25688,-0.36476,-0.38464,-0.37640
324.79000,-0.25675,-0.36442,-0.38430,-0.37637
324.89000,-0.25679,-0.36465,-0.38457,-0.37644
324.99000,-0.25704,-0.36432,-0.38430,-0.37617
325.09000,-0.25800,-0.36499,-0.38458,-0.37617
325.19000,-0.25781,-0.36509,-0.38481,-0.37593
325.29000,-0.25753,-0.36527,-0.38528,-0.37637
325.39000,-0.25676,-0.36468,-0.38480,-0.37631
325.49000,-0.25651,-0.36461,-0.38451,-0.37655
325.59000,-0.25668,-0.36461,-0.38457,-0.37597
325.69000,-0.25686,-0.36475,-0.38471,-0.37626
325.79000,-0.25714,-0.36504,-0.38494,-0.37592
325.89000,-0.25646,-0.36428,-0.38464,-0.37651
325.99000,-0.25702,-0.36458,-0.38496,-0.37667
326.09000,-0.25649,-0.36390,-0.38441,-0.37667
326.19000,-0.25649,-0.36439,-0.38472,-0.37674
326.29000,-0.25677,-0.36468,-0.38455,-0.37666
326.39000,-0.25741,-0.36472,-0.38475,-0.37680
326.49000,-0.25754,-0.36509,-0.38491,-0.37650
326.59000,-0.25747,-0.36528,-0.38510,-0.37599
326.69000,-0.25743,-0.36505,-0.38507,-0.37646
326.79000,-0.25735,-0.36506,-0.38493,-0.37663
326.89000,-0.25679,-0.36464,-0.38455,-0.37672
326.99000,-0.25741,-0.36475,-0.38484,-0.37692
327.09000,-0.25742,-0.36498,-0.38484,-0.37668
327.19000,-0.25747,-0.36490,-0.38514,-0.37692
327.29000,-0.25741,-0.36484,-0.38472,-0.37651
327.39000,-0.25758,-0.36506,-0.38516,-0.37670
327.49000,-0.25717,-0.36441,-0.38459,-0.37672
327.59000,-0.25754,-0.36453,-0.38467,-0.37689
327.69000,-0.25764,-0.36491,-0.38478,-0.37636
327.79000,-0.25707,-0.36453,-0.38451,-0.37706
327.89000,-0.25721,-0.36432,-0.38454,-0.37675
327.99000,-0.25680,-0.36450,-0.38472,-0.37646
328.09000,-0.25752,-0.36477,-0.38475,-0.37643
328.19000,-0.25753,-0.36441,-0.38460,-0.37661
328.29000,-0.25720,-0.36388,-0.38440,-0.37660
328.39000,-0.25767,-0.36438,-0.38465,-0.37672
328.49000,-0.25752,-0.36440,-0.38442,-0.37700
328.59000,-0.25782,-0.36428,-0.38435,-0.37664
328.69000,-0.25703,-0.36384,-0.38396,-0.37635
328.79000,-0.25774,-0.36389,-0.38434,-0.37658
328.89000,-0.25851,-0.36450,-0.38488,-0.37630
328.99000,-0.25855,-0.36461,-0.38454,-0.37664
329.09000,-0.25928,-0.36488,-0.38481,-0.37631
329.19000,-0.25889,-0.36472,-0.38458,-0.37662
329.29000,-0.25896,-0.36507,-0.38494,-0.37644
329.39000,-0.25868,-0.36469,-0.38462,-0.37658
329.49000,-0.25833,-0.36469,-0.38480,-0.37634
329.59000,-0.25887,-0.36495,-0.38493,-0.37657
329.69000,-0.25894,-0.36464,-0.38471,-0.37633
329.79000,-0.25921,-0.36477,-0.38465,-0.37629
329.89000,-0.25893,-0.36444,-0.38474,-0.37641
329.99000,-0.25884,-0.36437,-0.38462,-0.37647
330.09000,-0.25893,-0.36454,-0.38447,-0.37675
330.19000,-0.25950,-0.36469,-0.38476,-0.37655
330.29000,-0.25897,-0.36468,-0.38453,-0.37653
330.39000,-0.25882,-0.36524,-0.38461,-0.37643
