time(s),SOC_1,SOC_2,SOC_3,SOC_4
116.46800,-0.28689,-0.36498,-0.38320,-0.37545
116.56800,-0.28659,-0.36500,-0.38337,-0.37533
116.66800,-0.28709,-0.36522,-0.38362,-0.37514
116.76800,-0.28762,-0.36549,-0.38413,-0.37526
116.86800,-0.28686,-0.36532,-0.38360,-0.37505
116.96800,-0.28664,-0.36539,-0.38363,-0.37500
117.06800,-0.28614,-0.36516,-0.38346,-0.37542
117.16800,-0.28560,-0.36473,-0.38298,-0.37539
117.26800,-0.28580,-0.36494,-0.38320,-0.37470
117.36800,-0.28593,-0.36530,-0.38318,-0.37536
117.46800,-0.28600,-0.36520,-0.38298,-0.37511
117.56800,-0.28589,-0.36546,-0.38370,-0.37514
117.66800,-0.28551,-0.36532,-0.38327,-0.37519
117.76800,-0.28540,-0.36535,-0.38345,-0.37542
117.86800,-0.28490,-0.36499,-0.38316,-0.37521
117.96800,-0.28482,-0.36455,-0.38317,-0.37518
118.06800,-0.28450,-0.36483,-0.38340,-0.37511
118.16800,-0.28442,-0.36504,-0.38361,-0.37529
118.26800,-0.28518,-0.36490,-0.38346,-0.37484
118.36800,-0.28520,-0.36493,-0.38323,-0.37533
118.46800,-0.28517,-0.36448,-0.38293,-0.37543
118.56800,-0.28559,-0.36476,-0.38302,-0.37524
118.66800,-0.28520,-0.36487,-0.38303,-0.37493
118.76800,-0.28450,-0.36499,-0.38337,-0.37534
118.86800,-0.28467,-0.36537,-0.38344,-0.37533
118.96800,-0.28365,-0.36482,-0.38322,-0.37553
119.06800,-0.28434,-0.36581,-0.38354,-0.37531
119.16800,-0.28305,-0.36484,-0.38328,-0.37562
119.26800,-0.28325,-0.36506,-0.38330,-0.37541
119.36800,-0.28246,-0.36475,-0.38307,-0.37549
119.46800,-0.28282,-0.36525,-0.38362,-0.37533
119.56800,-0.28321,-0.36581,-0.38370,-0.37561
119.66800,-0.28293,-0.36535,-0.38362,-0.37593
119.76800,-0.28290,-0.36514,-0.38332,-0.37563
119.86800,-0.28262,-0.36503,-0.38317,-0.37556
119.96800,-0.28244,-0.36497,-0.38322,-0.37590
120.06800,-0.28268,-0.36530,-0.38324,-0.37538
120.16800,-0.28268,-0.36491,-0.38346,-0.37560
120.26800,-0.28321,-0.36526,-0.38394,-0.37539
120.36800,-0.28288,-0.36539,-0.38380,-0.37544
120.46800,-0.28317,-0.36529,-0.38364,-0.37554
120.56800,-0.28253,-0.36521,-0.38354,-0.37534
120.66800,-0.28251,-0.36449,-0.38346,-0.37559
120.76800,-0.28205,-0.36465,-0.38339,-0.37524
120.86800,-0.28201,-0.36460,-0.38316,-0.37550
120.96800,-0.28169,-0.36480,-0.38314,-0.37567
121.06800,-0.28175,-0.36492,-0.38328,-0.37559
121.16800,-0.28155,-0.36435,-0.38314,-0.37548
121.26800,-0.28242,-0.36491,-0.38350,-0.37517
121.36800,-0.28246,-0.36530,-0.38373,-0.37561
121.46800,-0.28250,-0.36548,-0.38377,-0.37520
121.56800,-0.28240,-0.36509,-0.38346,-0.37516
121.66800,-0.28216,-0.36553,-0.38375,-0.37522
121.76800,-0.28229,-0.36533,-0.38401,-0.37568
121.86800,-0.28257,-0.36540,-0.38375,-0.37514
121.96800,-0.28221,-0.36548,-0.38388,-0.37485
122.06800,-0.28283,-0.36564,-0.38406,-0.37512
122.16800,-0.28288,-0.36554,-0.38379,-0.37528
122.26800,-0.28295,-0.36575,-0.38406,-0.37494
122.36800,-0.28254,-0.36520,-0.38346,-0.37525
122.46800,-0.28219,-0.36526,-0.38350,-0.37484
122.56800,-0.28180,-0.36506,-0.38353,-0.37510
122.66800,-0.28146,-0.36518,-0.38324,-0.37532
122.76800,-0.28145,-0.36502,-0.38362,-0.37487
122.86800,-0.28126,-0.36491,-0.38303,-0.37514
122.96800,-0.28144,-0.36505,-0.38354,-0.37492
123.06800,-0.28168,-0.36539,-0.38389,-0.37513
123.16800,-0.28068,-0.36473,-0.38330,-0.37538
123.26800,-0.28064,-0.36473,-0.38325,-0.37552
123.36800,-0.28036,-0.36481,-0.38376,-0.37580
123.46800,-0.27970,-0.36472,-0.38368,-0.37539
123.56800,-0.27988,-0.36525,-0.38368,-0.37571
123.66800,-0.27952,-0.36475,-0.38338,-0.37550
123.76800,-0.27988,-0.36470,-0.38331,-0.37521
123.86800,-0.27964,-0.36498,-0.38343,-0.37547
123.96800,-0.27967,-0.36540,-0.38397,-0.37558
124.06800,-0.27923,-0.36456,-0.38328,-0.37556
124.16800,-0.27926,-0.36451,-0.38315,-0.37522
124.26800,-0.27942,-0.36477,-0.38325,-0.37551
124.36800,-0.28002,-0.36499,-0.38335,-0.37538
124.46800,-0.27961,-0.36503,-0.38347,-0.37531
124.56800,-0.27880,-0.36522,-0.38370,-0.37529
124.66800,-0.27748,-0.36434,-0.38289,-0.37488
124.76800,-0.27742,-0.36450,-0.38319,-0.37511
124.86800,-0.27648,-0.36439,-0.38300,-0.37563
124.96800,-0.27603,-0.36421,-0.38302,-0.37571
125.06800,-0.27578,-0.36433,-0.38299,-0.37542
125.16800,-0.27551,-0.36476,-0.38319,-0.37485
125.26800,-0.27474,-0.36455,-0.38316,-0.37511
125.36800,-0.27466,-0.36442,-0.38344,-0.37541
125.46800,-0.27390,-0.36422,-0.38300,-0.37520
125.56800,-0.27409,-0.36491,-0.38362,-0.37514
125.66800,-0.27312,-0.36434,-0.38339,-0.37525
125.76800,-0.27359,-0.36458,-0.38352,-0.37538
125.86800,-0.27311,-0.36475,-0.38363,-0.37502
125.96800,-0.27263,-0.36433,-0.38330,-0.37526
126.06800,-0.27200,-0.36400,-0.38279,-0.37506
126.16800,-0.27142,-0.36440,-0.38310,-0.37553
126.26800,-0.27108,-0.36418,-0.38296,-0.37526
126.36800,-0.27055,-0.36460,-0.38332,-0.37531
126.46800,-0.26938,-0.36438,-0.38309,-0.37551
126.56800,-0.26869,-0.36455,-0.38332,-0.37536
126.66800,-0.26798,-0.36457,-0.38334,-0.37575
126.76800,-0.26715,-0.36450,-0.38319,-0.37542
126.86800,-0.26698,-0.36506,-0.38372,-0.37598
126.96800,-0.26615,-0.36473,-0.38379,-0.37531
127.06800,-0.26535,-0.36477,-0.38397,-0.37512
127.16800,-0.26489,-0.36479,-0.38361,-0.37511
127.26800,-0.26406,-0.36436,-0.38368,-0.37515
127.36800,-0.26273,-0.36364,-0.38304,-0.37542
127.46800,-0.26221,-0.36378,-0.38327,-0.37547
127.56800,-0.26238,-0.36387,-0.38334,-0.37574
127.66800,-0.26210,-0.36387,-0.38334,-0.37544
127.76800,-0.26167,-0.36390,-0.38315,-0.37527
127.86800,-0.26143,-0.36450,-0.38352,-0.37568
127.96800,-0.26153,-0.36459,-0.38359,-0.37554
128.06800,-0.26110,-0.36441,-0.38344,-0.37556
128.16800,-0.26074,-0.36446,-0.38363,-0.37520
128.26800,-0.26009,-0.36436,-0.38372,-0.37511
128.36800,-0.25961,-0.36426,-0.38356,-0.37520
128.46800,-0.25899,-0.36408,-0.38350,-0.37530
128.56800,-0.25893,-0.36427,-0.38354,-0.37513
128.66800,-0.25842,-0.36450,-0.38363,-0.37520
128.76800,-0.25749,-0.36410,-0.38358,-0.37492
128.86800,-0.25680,-0.36394,-0.38337,-0.37535
128.96800,-0.25704,-0.36351,-0.38337,-0.37541
129.06800,-0.25679,-0.36364,-0.38327,-0.37579
129.16800,-0.25636,-0.36418,-0.38361,-0.37596
129.26800,-0.25550,-0.36420,-0.38366,-0.37546
129.36800,-0.25528,-0.36417,-0.38376,-0.37560
129.46800,-0.25540,-0.36442,-0.38386,-0.37586
129.56800,-0.25560,-0.36424,-0.38381,-0.37564
129.66800,-0.25542,-0.36429,-0.38352,-0.37528
129.76800,-0.25480,-0.36413,-0.38365,-0.37532
129.86800,-0.25544,-0.36421,-0.38389,-0.37547
129.96800,-0.25552,-0.36406,-0.38349,-0.37524
130.06800,-0.25505,-0.36317,-0.38302,-0.37534
130.16800,-0.25604,-0.36366,-0.38350,-0.37515
130.26800,-0.25570,-0.36388,-0.38326,-0.37532
130.36800,-0.25622,-0.36412,-0.38363,-0.37544
130.46800,-0.25607,-0.36427,-0.38372,-0.37550
130.56800,-0.25604,-0.36433,-0.38371,-0.37533
130.66800,-0.25620,-0.36416,-0.38360,-0.37565
130.76800,-0.25671,-0.36442,-0.38376,-0.37568
130.86800,-0.25647,-0.36425,-0.38353,-0.37522
130.96800,-0.25614,-0.36400,-0.38355,-0.37536
131.06800,-0.25579,-0.36384,-0.38329,-0.37553
131.16800,-0.25568,-0.36345,-0.38338,-0.37499
131.26800,-0.25632,-0.36365,-0.38347,-0.37508
131.36800,-0.25659,-0.36386,-0.38337,-0.37546
131.46800,-0.25726,-0.36392,-0.38379,-0.37486
131.56800,-0.25709,-0.36397,-0.38343,-0.37521
131.66800,-0.25697,-0.36399,-0.38339,-0.37536
131.76800,-0.25668,-0.36387,-0.38340,-0.37568
131.86800,-0.25698,-0.36398,-0.38362,-0.37541
131.96800,-0.25597,-0.36340,-0.38301,-0.37531
132.06800,-0.25604,-0.36383,-0.38320,-0.37550
132.16800,-0.25570,-0.36419,-0.38335,-0.37541
132.26800,-0.25605,-0.36399,-0.38374,-0.37528
132.36800,-0.25620,-0.36394,-0.38358,-0.37517
132.46800,-0.25664,-0.36409,-0.38363,-0.37544
132.56800,-0.25684,-0.36374,-0.38354,-0.37574
132.66800,-0.25680,-0.36403,-0.38360,-0.37578
132.76800,-0.25705,-0.36408,-0.38334,-0.37519
132.86800,-0.25714,-0.36419,-0.38355,-0.37553
132.96800,-0.25691,-0.36380,-0.38340,-0.37540
133.06800,-0.25691,-0.36371,-0.38326,-0.37572
133.16800,-0.25750,-0.36390,-0.38337,-0.37546
133.26800,-0.25804,-0.36430,-0.38388,-0.37540
133.36800,-0.25790,-0.36449,-0.38376,-0.37509
133.46800,-0.25796,-0.36446,-0.38392,-0.37529
133.56800,-0.25855,-0.36448,-0.38400,-0.37547
133.66800,-0.25790,-0.36411,-0.38373,-0.37560
133.76800,-0.25773,-0.36377,-0.38338,-0.37528
133.86800,-0.25801,-0.36435,-0.38374,-0.37525
133.96800,-0.25805,-0.36449,-0.38381,-0.37539
134.06800,-0.25796,-0.36423,-0.38367,-0.37516
134.16800,-0.25770,-0.36415,-0.38355,-0.37530
134.26800,-0.25757,-0.36409,-0.38374,-0.37546
134.36800,-0.25771,-0.36467,-0.38393,-0.37560
134.46800,-0.25744,-0.36424,-0.38373,-0.37544
134.56800,-0.25709,-0.36401,-0.38356,-0.37531
134.66800,-0.25734,-0.36438,-0.38355,-0.37541
134.76800,-0.25781,-0.36443,-0.38403,-0.37557
134.86800,-0.25811,-0.36411,-0.38379,-0.37573
134.96800,-0.25798,-0.36422,-0.38370,-0.37549
135.06800,-0.25802,-0.36424,-0.38370,-0.37544
135.16800,-0.25853,-0.36461,-0.38398,-0.37548
135.26800,-0.25802,-0.36389,-0.38366,-0.37570
135.36800,-0.25794,-0.36378,-0.38349,-0.37551
135.46800,-0.25814,-0.36443,-0.38384,-0.37534
135.56800,-0.25808,-0.36411,-0.38364,-0.37488
135.66800,-0.25817,-0.36420,-0.38351,-0.37496
135.76800,-0.25795,-0.36402,-0.38333,-0.37565
135.86800,-0.25823,-0.36403,-0.38346,-0.37538
135.96800,-0.25913,-0.36414,-0.38368,-0.37540
136.06800,-0.25935,-0.36399,-0.38345,-0.37562
136.16800,-0.25940,-0.36399,-0.38341,-0.37526
136.26800,-0.25954,-0.36405,-0.38349,-0.37520
136.36800,-0.25965,-0.36407,-0.38364,-0.37516
136.46800,-0.25967,-0.36390,-0.38351,-0.37543
136.56800,-0.25953,-0.36373,-0.38344,-0.37556
136.66800,-0.25976,-0.36414,-0.38376,-0.37574
136.76800,-0.25908,-0.36361,-0.38328,-0.37544
136.86800,-0.25922,-0.36390,-0.38361,-0.37549
136.96800,-0.25942,-0.36402,-0.38345,-0.37591
137.06800,-0.25941,-0.36404,-0.38346,-0.37608
137.16800,-0.25952,-0.36440,-0.38370,-0.37606
137.26800,-0.25948,-0.36389,-0.38341,-0.37562
137.36800,-0.25998,-0.36441,-0.38384,-0.37522
137.46800,-0.25970,-0.36424,-0.38342,-0.37550
137.56800,-0.25952,-0.36424,-0.38338,-0.37561
137.66800,-0.25956,-0.36405,-0.38330,-0.37560
137.76800,-0.25932,-0.36401,-0.38333,-0.37517
137.86800,-0.25956,-0.36374,-0.38324,-0.37521
137.96800,-0.25958,-0.36372,-0.38321,-0.37519
138.06800,-0.25991,-0.36345,-0.38325,-0.37517
138.16800,-0.25992,-0.36394,-0.38363,-0.37551
138.26800,-0.25983,-0.36359,-0.38330,-0.37533
138.36800,-0.26054,-0.36428,-0.38367,-0.37508
138.46800,-0.26018,-0.36393,-0.38340,-0.37498
138.56800,-0.26040,-0.36444,-0.38399,-0.37540
138.66800,-0.26045,-0.36416,-0.38379,-0.37541
138.76800,-0.26058,-0.36420,-0.38363,-0.37592
138.86800,-0.26053,-0.36419,-0.38348,-0.37569
138.96800,-0.26049,-0.36423,-0.38356,-0.37549
139.06800,-0.26020,-0.36397,-0.38342,-0.37578
139.16800,-0.26021,-0.36400,-0.38354,-0.37583
139.26800,-0.25990,-0.36401,-0.38363,-0.37557
139.36800,-0.26067,-0.36439,-0.38395,-0.37525
139.46800,-0.26062,-0.36436,-0.38369,-0.37523
139.56800,-0.26043,-0.36407,-0.38357,-0.37565
139.66800,-0.26016,-0.36419,-0.38358,-0.37557
139.76800,-0.26026,-0.36425,-0.38397,-0.37564
139.86800,-0.26009,-0.36415,-0.38380,-0.37571
139.96800,-0.25979,-0.36384,-0.38369,-0.37516
140.06800,-0.26056,-0.36467,-0.38413,-0.37550
140.16800,-0.26050,-0.36468,-0.38385,-0.37541
140.26800,-0.26059,-0.36424,-0.38394,-0.37581
140.36800,-0.26057,-0.36386,-0.38379,-0.37599
140.46800,-0.26103,-0.36446,-0.38397,-0.37570
140.56800,-0.26073,-0.36429,-0.38365,-0.37564
140.66800,-0.26118,-0.36436,-0.38404,-0.37569
140.76800,-0.26081,-0.36427,-0.38367,-0.37536
140.86800,-0.26096,-0.36407,-0.38368,-0.37551
140.96800,-0.26075,-0.36407,-0.38343,-0.37575
141.06800,-0.26106,-0.36426,-0.38362,-0.37557
141.16800,-0.26122,-0.36438,-0.38384,-0.37578
141.26800,-0.26094,-0.36406,-0.38344,-0.37575
141.36800,-0.26085,-0.36364,-0.38333,-0.37592
141.46800,-0.26077,-0.36380,-0.38358,-0.37575
141.56800,-0.26128,-0.36385,-0.38344,-0.37576
141.66800,-0.26121,-0.36364,-0.38318,-0.37567
141.76800,-0.26211,-0.36430,-0.38385,-0.37561
141.86800,-0.26173,-0.36436,-0.38363,-0.37550
141.96800,-0.26231,-0.36451,-0.38370,-0.37589
142.06800,-0.26258,-0.36502,-0.38404,-0.37646
142.16800,-0.26254,-0.36479,-0.38391,-0.37559
142.26800,-0.26218,-0.36469,-0.38374,-0.37553
142.36800,-0.26246,-0.36452,-0.38387,-0.37549
142.46800,-0.26223,-0.36450,-0.38382,-0.37566
142.56800,-0.26238,-0.36430,-0.38359,-0.37556
142.66800,-0.26231,-0.36415,-0.38358,-0.37544
142.76800,-0.26255,-0.36414,-0.38347,-0.37541
142.86800,-0.26261,-0.36433,-0.38371,-0.37564
142.96800,-0.26240,-0.36411,-0.38353,-0.37545
143.06800,-0.26245,-0.36420,-0.38364,-0.37575
143.16800,-0.26216,-0.36424,-0.38345,-0.37586
143.26800,-0.26206,-0.36413,-0.38334,-0.37570
143.36800,-0.26225,-0.36426,-0.38344,-0.37537
143.46800,-0.26217,-0.36394,-0.38312,-0.37561
143.56800,-0.26264,-0.36406,-0.38344,-0.37581
143.66800,-0.26262,-0.36398,-0.38320,-0.37557
143.76800,-0.26224,-0.36392,-0.38319,-0.37570
143.86800,-0.26261,-0.36426,-0.38330,-0.37526
143.96800,-0.26227,-0.36424,-0.38340,-0.37541
144.06800,-0.26232,-0.36429,-0.38344,-0.37539
144.16800,-0.26252,-0.36435,-0.38336,-0.37504
144.26800,-0.26270,-0.36429,-0.38329,-0.37557
144.36800,-0.26283,-0.36438,-0.38339,-0.37558
144.46800,-0.26324,-0.36462,-0.38354,-0.37556
144.56800,-0.26318,-0.36409,-0.38352,-0.37490
144.66800,-0.26299,-0.36420,-0.38353,-0.37546
144.76800,-0.26340,-0.36419,-0.38344,-0.37547
144.86800,-0.26358,-0.36428,-0.38349,-0.37539
144.96800,-0.26348,-0.36396,-0.38314,-0.37520
145.06800,-0.26363,-0.36418,-0.38340,-0.37539
145.16800,-0.26358,-0.36422,-0.38329,-0.37528
145.26800,-0.26384,-0.36453,-0.38351,-0.37526
145.36800,-0.26404,-0.36445,-0.38368,-0.37528
145.46800,-0.26392,-0.36462,-0.38352,-0.37527
145.56800,-0.26377,-0.36422,-0.38341,-0.37529
145.66800,-0.26404,-0.36430,-0.38364,-0.37501
145.76800,-0.26395,-0.36432,-0.38357,-0.37523
145.86800,-0.26405,-0.36427,-0.38367,-0.37510
145.96800,-0.26403,-0.36447,-0.38379,-0.37520
146.06800,-0.26359,-0.36424,-0.38361,-0.37534
146.16800,-0.26346,-0.36413,-0.38332,-0.37571
146.26800,-0.26385,-0.36445,-0.38353,-0.37552
146.36800,-0.26408,-0.36461,-0.38347,-0.37505
146.46800,-0.26390,-0.36446,-0.38391,-0.37524
146.56800,-0.26380,-0.36461,-0.38392,-0.37523
146.66800,-0.26317,-0.36448,-0.38354,-0.37534
146.76800,-0.26282,-0.36444,-0.38335,-0.37580
146.86800,-0.26276,-0.36455,-0.38365,-0.37510
146.96800,-0.26237,-0.36448,-0.38351,-0.37570
147.06800,-0.26278,-0.36482,-0.38416,-0.37563
147.16800,-0.26268,-0.36457,-0.38383,-0.37534
147.26800,-0.26264,-0.36476,-0.38376,-0.37530
147.36800,-0.26316,-0.36492,-0.38404,-0.37506
147.46800,-0.26280,-0.36438,-0.38376,-0.37532
147.56800,-0.26328,-0.36428,-0.38393,-0.37500
147.66800,-0.26372,-0.36460,-0.38387,-0.37530
147.76800,-0.26361,-0.36459,-0.38389,-0.37547
147.86800,-0.26356,-0.36437,-0.38360,-0.37561
147.96800,-0.26346,-0.36407,-0.38339,-0.37570
148.06800,-0.26263,-0.36294,-0.38289,-0.37522
148.16800,-0.26278,-0.36333,-0.38305,-0.37532
148.26800,-0.26289,-0.36374,-0.38320,-0.37572
148.36800,-0.26299,-0.36372,-0.38350,-0.37563
148.46800,-0.26281,-0.36332,-0.38329,-0.37600
148.56800,-0.26320,-0.36434,-0.38382,-0.37542
148.66800,-0.26310,-0.36412,-0.38354,-0.37552
148.76800,-0.26329,-0.36414,-0.38371,-0.37561
148.86800,-0.26365,-0.36467,-0.38383,-0.37558
148.96800,-0.26367,-0.36474,-0.38395,-0.37571
149.06800,-0.26344,-0.36427,-0.38345,-0.37545
149.16800,-0.26377,-0.36404,-0.38331,-0.37560
149.26800,-0.26321,-0.36399,-0.38339,-0.37545
149.36800,-0.26296,-0.36393,-0.38314,-0.37613
149.46800,-0.26323,-0.36458,-0.38387,-0.37609
149.56800,-0.26347,-0.36438,-0.38368,-0.37636
149.66800,-0.26320,-0.36437,-0.38376,-0.37610
149.76800,-0.26307,-0.36445,-0.38327,-0.37564
149.86800,-0.26343,-0.36393,-0.38351,-0.37563
149.96800,-0.26364,-0.36398,-0.38350,-0.37583
150.06800,-0.26415,-0.36393,-0.38357,-0.37599
150.16800,-0.26422,-0.36405,-0.38353,-0.37529
150.26800,-0.26460,-0.36416,-0.38378,-0.37588
150.36800,-0.26444,-0.36430,-0.38363,-0.37590
150.46800,-0.26463,-0.36481,-0.38394,-0.37520
150.56800,-0.26485,-0.36495,-0.38398,-0.37526
150.66800,-0.26464,-0.36460,-0.38368,-0.37527
150.76800,-0.26449,-0.36424,-0.38331,-0.37542
150.86800,-0.26474,-0.36409,-0.38356,-0.37613
150.96800,-0.26472,-0.36423,-0.38328,-0.37571
151.06800,-0.26468,-0.36391,-0.38348,-0.37572
151.16800,-0.26478,-0.36413,-0.38365,-0.37557
151.26800,-0.26491,-0.36391,-0.38345,-0.37567
151.36800,-0.26522,-0.36435,-0.38361,-0.37541
151.46800,-0.26469,-0.36387,-0.38335,-0.37564
151.56800,-0.26466,-0.36375,-0.38320,-0.37535
151.66800,-0.26464,-0.36415,-0.38345,-0.37554
151.76800,-0.26456,-0.36368,-0.38335,-0.37526
151.86800,-0.26444,-0.36397,-0.38363,-0.37519
151.96800,-0.26492,-0.36466,-0.38373,-0.37575
152.06800,-0.26532,-0.36473,-0.38382,-0.37574
152.16800,-0.26522,-0.36454,-0.38381,-0.37538
152.26800,-0.26525,-0.36444,-0.38363,-0.37529
152.36800,-0.26512,-0.36428,-0.38345,-0.37538
152.46800,-0.26459,-0.36439,-0.38336,-0.37572
152.56800,-0.26450,-0.36435,-0.38342,-0.37588
152.66800,-0.26472,-0.36460,-0.38353,-0.37574
152.76800,-0.26458,-0.36397,-0.38338,-0.37581
152.86800,-0.26423,-0.36393,-0.38356,-0.37513
152.96800,-0.26516,-0.36444,-0.38371,-0.37561
153.06800,-0.26523,-0.36437,-0.38371,-0.37529
153.16800,-0.26513,-0.36427,-0.38361,-0.37552
153.26800,-0.26536,-0.36457,-0.38377,-0.37533
153.36800,-0.26487,-0.36422,-0.38347,-0.37582
153.46800,-0.26493,-0.36405,-0.38367,-0.37565
153.56800,-0.26559,-0.36450,-0.38385,-0.37531
153.66800,-0.26487,-0.36437,-0.38391,-0.37569
153.76800,-0.26457,-0.36415,-0.38380,-0.37567
153.86800,-0.26360,-0.36374,-0.38364,-0.37577
153.96800,-0.26337,-0.36381,-0.38327,-0.37552
154.06800,-0.26330,-0.36389,-0.38328,-0.37552
154.16800,-0.26352,-0.36456,-0.38351,-0.37577
154.26800,-0.26364,-0.36436,-0.38388,-0.37556
154.36800,-0.26374,-0.36449,-0.38379,-0.37534
154.46800,-0.26428,-0.36479,-0.38384,-0.37598
154.56800,-0.26417,-0.36436,-0.38382,-0.37601
154.66800,-0.26445,-0.36470,-0.38403,-0.37611
154.76800,-0.26454,-0.36446,-0.38394,-0.37547
154.86800,-0.26450,-0.36456,-0.38391,-0.37542
154.96800,-0.26485,-0.36457,-0.38391,-0.37568
155.06800,-0.26547,-0.36496,-0.38414,-0.37575
155.16800,-0.26523,-0.36483,-0.38414,-0.37543
155.26800,-0.26502,-0.36453,-0.38377,-0.37559
155.36800,-0.26473,-0.36437,-0.38379,-0.37618
155.46800,-0.26522,-0.36446,-0.38373,-0.37575
155.56800,-0.26521,-0.36448,-0.38375,-0.37582
155.66800,-0.26522,-0.36410,-0.38341,-0.37630
155.76800,-0.26563,-0.36404,-0.38345,-0.37600
155.86800,-0.26561,-0.36427,-0.38357,-0.37569
155.96800,-0.26594,-0.36456,-0.38382,-0.37556
156.06800,-0.26567,-0.36439,-0.38365,-0.37566
156.16800,-0.26571,-0.36436,-0.38384,-0.37520
156.26800,-0.26593,-0.36417,-0.38396,-0.37557
156.36800,-0.26566,-0.36419,-0.38351,-0.37600
156.46800,-0.26539,-0.36400,-0.38359,-0.37572
156.56800,-0.26532,-0.36389,-0.38338,-0.37613
156.66800,-0.26557,-0.36401,-0.38356,-0.37608
156.76800,-0.26635,-0.36416,-0.38399,-0.37588
156.86800,-0.26632,-0.36442,-0.38399,-0.37574
156.96800,-0.26681,-0.36491,-0.38408,-0.37518
157.06800,-0.26667,-0.36471,-0.38384,-0.37625
157.16800,-0.26713,-0.36508,-0.38394,-0.37536
157.26800,-0.26699,-0.36476,-0.38375,-0.37560
157.36800,-0.26739,-0.36495,-0.38397,-0.37598
157.46800,-0.26757,-0.36548,-0.38420,-0.37585
157.56800,-0.26740,-0.36466,-0.38374,-0.37578
157.66800,-0.26736,-0.36442,-0.38352,-0.37515
157.76800,-0.26808,-0.36476,-0.38379,-0.37528
157.86800,-0.26813,-0.36461,-0.38379,-0.37531
157.96800,-0.26818,-0.36461,-0.38376,-0.37592
158.06800,-0.26786,-0.36456,-0.38326,-0.37565
158.16800,-0.26814,-0.36481,-0.38323,-0.37583
158.26800,-0.26854,-0.36476,-0.38340,-0.37566
158.36800,-0.26912,-0.36524,-0.38369,-0.37587
158.46800,-0.26903,-0.36510,-0.38351,-0.37586
158.56800,-0.26883,-0.36459,-0.38323,-0.37576
158.66800,-0.26901,-0.36496,-0.38347,-0.37528
158.76800,-0.26938,-0.36484,-0.38335,-0.37483
158.86800,-0.26963,-0.36506,-0.38352,-0.37498
158.96800,-0.27027,-0.36485,-0.38374,-0.37541
159.06800,-0.27076,-0.36491,-0.38362,-0.37573
159.16800,-0.27114,-0.36508,-0.38378,-0.37587
159.26800,-0.27112,-0.36458,-0.38365,-0.37582
159.36800,-0.27170,-0.36501,-0.38395,-0.37558
159.46800,-0.27203,-0.36520,-0.38426,-0.37556
159.56800,-0.27209,-0.36495,-0.38421,-0.37504
159.66800,-0.27214,-0.36472,-0.38367,-0.37568
159.76800,-0.27207,-0.36465,-0.38374,-0.37533
159.86800,-0.27222,-0.36442,-0.38348,-0.37550
159.96800,-0.27208,-0.36452,-0.38339,-0.37549
160.06800,-0.27228,-0.36497,-0.38348,-0.37556
160.16800,-0.27303,-0.36535,-0.38423,-0.37517
160.26800,-0.27288,-0.36490,-0.38357,-0.37562
160.36800,-0.27372,-0.36527,-0.38394,-0.37552
160.46800,-0.27395,-0.36562,-0.38391,-0.37584
160.56800,-0.27369,-0.36503,-0.38343,-0.37491
160.66800,-0.27408,-0.36478,-0.38373,-0.37527
160.76800,-0.27392,-0.36499,-0.38376,-0.37535
160.86800,-0.27451,-0.36501,-0.38390,-0.37572
160.96800,-0.27484,-0.36535,-0.38432,-0.37560
161.06800,-0.27484,-0.36515,-0.38370,-0.37563
161.16800,-0.27491,-0.36514,-0.38386,-0.37536
161.26800,-0.27488,-0.36521,-0.38359,-0.37545
161.36800,-0.27516,-0.36518,-0.38365,-0.37521
161.46800,-0.27555,-0.36508,-0.38349,-0.37498
161.56800,-0.27569,-0.36504,-0.38354,-0.37533
161.66800,-0.27548,-0.36501,-0.38365,-0.37583
161.76800,-0.27574,-0.36492,-0.38377,-0.37595
161.86800,-0.27579,-0.36480,-0.38340,-0.37562
161.96800,-0.27603,-0.36486,-0.38334,-0.37558
162.06800,-0.27615,-0.36526,-0.38357,-0.37604
162.16800,-0.27666,-0.36530,-0.38361,-0.37599
162.26800,-0.27695,-0.36539,-0.38368,-0.37594
162.36800,-0.27690,-0.36510,-0.38352,-0.37574
162.46800,-0.27708,-0.36527,-0.38350,-0.37541
162.56800,-0.27739,-0.36537,-0.38401,-0.37548
162.66800,-0.27707,-0.36553,-0.38416,-0.37558
162.76800,-0.27689,-0.36520,-0.38372,-0.37531
162.86800,-0.27703,-0.36544,-0.38382,-0.37539
162.96800,-0.27722,-0.36538,-0.38388,-0.37550
163.06800,-0.27706,-0.36499,-0.38366,-0.37582
163.16800,-0.27724,-0.36505,-0.38348,-0.37581
163.26800,-0.27770,-0.36543,-0.38382,-0.37580
163.36800,-0.27756,-0.36556,-0.38351,-0.37587
163.46800,-0.27799,-0.36563,-0.38402,-0.37575
163.56800,-0.27835,-0.36540,-0.38389,-0.37549
163.66800,-0.27861,-0.36528,-0.38362,-0.37511
163.76800,-0.27842,-0.36543,-0.38378,-0.37554
163.86800,-0.27914,-0.36597,-0.38407,-0.37542
163.96800,-0.27862,-0.36523,-0.38341,-0.37569
164.06800,-0.27852,-0.36559,-0.38375,-0.37547
164.16800,-0.27812,-0.36515,-0.38382,-0.37537
164.26800,-0.27792,-0.36511,-0.38367,-0.37547
164.36800,-0.27756,-0.36455,-0.38302,-0.37572
164.46800,-0.27796,-0.36549,-0.38367,-0.37525
